id,full_sentence,sentence,words,suffixes,missing_words,morphemes
bilkent-turkish-writings-4179,Yaşadığım şehirden kaçmak istedim çünkü istediğim şeyin aslında çok uzaklarda olduğunu düşündüm,Yaşadığım şehirden kaçmak istedim çünkü istediğim şeyin aslında çok uzaklarda ___ düşündüm,['ol'],"['si', 'n', 'dik', 'ı', 'tuk', 's', 'nü', 'ı', 'ü', 'duk', 'ni', 'tk', 'dük', '', 'tük', 'u', 'nu', 'nı', '', 'u', 'dk', 'tık', 'tik', 'ü', 'sı', 'i', 'sü', 'dık', 'su', 'i']",['olduğunu'],"[['ol', 'DHk', 'SH', 'NH']]"
bilkent-turkish-writings-5971,"Bu katkıların başında da bilmediğimiz veya uzak olduğumuz kültürleri öğrenmek, bu kültürleri yaşamak var diyebiliriz","Bu katkıların başında da ___ veya uzak olduğumuz kültürleri öğrenmek, bu kültürleri yaşamak var diyebiliriz",['bil'],"['umuz', 'dik', 'ımiz', 'imız', 'ımz', 'm', 'imz', 'ümiz', 'muz', 'ümüz', 'ımız', 'dk', 'tuk', 'umiz', 'ımüz', 'dük', 'miz', 'mız', 'mz', 'tik', 'ımuz', 'imüz', 'ma', 'umız', 'müz', 'duk', 'dık', 'umz', 'tık', 'ümuz', 'tük', 'imiz', 'ümz', 'ümız', 'tk', 'umüz', 'imuz', 'me']",['bilmediğimiz'],"[['bil', 'mA', 'DHk', 'HmHz']]"
bilkent-turkish-writings-3552,"Savaşın gölgesinde geçen bu ﬁlm, Enigma’yı ekip arkadaşları ile bir olup çözebilmiş matematik dehası Alan Mathison Turing’in yaşamını konu alıyor","Savaşın ___ geçen bu ﬁlm, Enigma’yı ekip arkadaşları ile bir olup çözebilmiş matematik dehası Alan Mathison Turing’in yaşamını konu alıyor",['gölge'],"['t', 'si', 'nda', 'sı', 'u', 's', 'nte', 'te', 'su', 'de', 'nta', 'i', 'da', 'd', 'ta', 'nt', 'sü', 'ı', 'nde', '', 'nd', 'ü']",['gölgesinde'],"[['gölge', 'SH', 'NDA']]"
bilkent-turkish-writings-4528,İçine girdiğim bu dünyalar sayesinde öğrendim ​​ ​​ ​​ ​​ ​​ ​​ ​​ ​​ ​​bir çok şeyi,İçine ___ bu dünyalar sayesinde öğrendim ​​ ​​ ​​ ​​ ​​ ​​ ​​ ​​ ​​bir çok şeyi,['gir'],"['dık', 'tük', 'dük', 'üm', 'tk', 'dk', 'm', 'tık', 'um', 'dik', 'im', 'ım', 'duk', 'tuk', 'tik']",['girdiğim'],"[['gir', 'DHk', 'Hm']]"
bilkent-turkish-writings-715,Bizleri bu dünyada diğer varlıklardan ayıran aklın temel çalışma prensibini de duyularını istediği gibi yönlendirmesine bağlıyorum,Bizleri bu dünyada diğer varlıklardan ayıran aklın temel çalışma prensibini de duyularını istediği gibi ___ bağlıyorum,['yön'],"['in', '', 'dir', 'n', 'ın', 'un', 'a', 's', 'e', 'dür', 'me', 'sı', 'sü', 'ye', 'dur', 'dr', 'm', 'su', 'tur', 'ün', 'lan', 'tir', 'ma', 'len', 'tr', 'ya', 'y', 'dır', 'tır', 'tür', 'ln', 'si']",['yönlendirmesine'],"[['yön', 'lAn', 'DHr', 'mA', 'sH', 'Hn', 'YA']]"
bilkent-turkish-writings-4681,Her satırını okuyuşumda daha çok ortak noktamızı buluyordum,Her satırını ___ daha çok ortak noktamızı buluyordum,['oku'],"['nde', 'yüş', 'm', 't', 'yuş', 'yış', 'nda', 'ş', 'd', 'te', 'yiş', 'üş', 'ım', 'im', 'da', 'de', 'ta', 'yş', 'nte', 'nta', 'üm', 'um', 'ış', 'nt', 'uş', 'nd', 'iş']",['okuyuşumda'],"[['oku', 'YHş', 'Hm', 'NDA']]"
bilkent-turkish-writings-4340,Kafamdaki bu soruları dile getirdiğim yazıyı bir temenniyle tamamlamak istiyorum,___ bu soruları dile getirdiğim yazıyı bir temenniyle tamamlamak istiyorum,['kafa'],"['üm', 'ki', 'ta', 'nte', 'da', 'm', 'um', 'nta', 'nda', 'de', 'nt', 't', 'd', 'ım', 'im', 'nd', 'te', 'nde']",['Kafamdaki'],"[['kafa', 'Hm', 'NDA', 'ki']]"
bilkent-turkish-writings-6786,"Kendimi hatırladığımdan beri içinde olduğum ama buraya bir şekilde konulduğumu bildiğim, kafes misali bir yere ev diyebilir miydim","Kendimi hatırladığımdan beri içinde olduğum ama buraya bir şekilde ___ bildiğim, kafes misali bir yere ev diyebilir miydim",['kon'],"['ı', 'um', 'u', '', 'nü', 'üm', 'tik', 'i', 'dk', 'dık', 'dik', 'm', 'nı', 'im', 'dük', 'ul', 'tk', 'tük', 'ni', 'tık', 'n', 'duk', 'ım', 'ıl', 'tuk', 'nu', 'l', 'il', 'ül', 'ü']",['konulduğumu'],"[['kon', 'Hl', 'DHk', 'Hm', 'NH']]"
bilkent-turkish-writings-2348,"Yaptığımız seçimleri ve sonuçlarını düşününce her şey Aristo mantığı kadar basit görünür başta, seçimler yaparsınız sonuçlarına katlanırsınız","Yaptığımız seçimleri ve ___ düşününce her şey Aristo mantığı kadar basit görünür başta, seçimler yaparsınız sonuçlarına katlanırsınız",['sonuç'],"['si', 's', 'lr', 'i', 'u', '', 'ü', 'n', 'sı', 'ı', 'u', 'su', 'nı', 'ler', 'lar', 'sü', 'i', 'nu', 'ü', 'ı', 'nü', 'ni', '']",['sonuçlarını'],"[['sonuç', 'lAr', 'SH', 'NH']]"
bilkent-turkish-writings-5318,Yastığa kafanızı koyduğunuz zaman aklınızdaki her türlü dert veya sıkıntıyı unutturacak birine âşık olmanız lazım,Yastığa kafanızı koyduğunuz zaman ___ her türlü dert veya sıkıntıyı unutturacak birine âşık olmanız lazım,['akıl'],"['nüz', 'ınüz', 'ünüz', 'unuz', 'ınız', 'inız', 'inüz', 'ünuz', 'nd', 'da', 'uniz', 'inuz', 'ki', 'nuz', 't', 'ınz', 'üniz', 'te', 'ünız', 'unız', 'ta', 'nte', 'unüz', 'de', 'nta', 'inz', 'nda', 'ıniz', 'nt', 'nz', 'ünz', 'unz', 'ınuz', 'iniz', 'nız', 'nde', 'd', 'niz']",['aklınızdaki'],"[['akıl', 'HnHz', 'NDA', 'ki']]"
bilkent-turkish-writings-190,Bu tecrübeleri edinmeye çok küçük yaştan başlarlar,Bu tecrübeleri ___ çok küçük yaştan başlarlar,['et'],"['in', 'e', 'n', '', 'a', 'un', 'y', 'ün', 'm', 'me', 'ya', 'ye', 'ma', 'ın']",['edinmeye'],"[['et', 'Hn', 'mA', 'YA']]"
bilkent-turkish-writings-1714,Keskin göz gerekir olayların döngüsünü görmek için,Keskin göz gerekir ___ döngüsünü görmek için,['olay'],"['lar', 'nün', 'ler', 'lr', 'nın', 'nn', 'ün', 'ın', 'nun', 'n', 'in', 'un', 'nin']",['olayların'],"[['olay', 'lAr', 'NHn']]"
bilkent-turkish-writings-1237,Filmlerdeki siyasi bir gösterinin içinden ya da kaos anlarını yansıtmak amacıyla seyirciye sunulan görüngülerden anlar aklınıza getirin şimdi,___ siyasi bir gösterinin içinden ya da kaos anlarını yansıtmak amacıyla seyirciye sunulan görüngülerden anlar aklınıza getirin şimdi,['film'],"['lr', 'lar', 'da', 'd', 'de', 't', 'ta', 'ki', 'ler', 'te']",['Filmlerdeki'],"[['film', 'lAr', 'DA', 'ki']]"
bilkent-turkish-writings-4292,"Amin Maalouf, Ölümcül Kimlikler adlı eserinde bu iki kavramın ne denli kişi üzerinde etkili olduğunu ve ayrılmaz bir bütün olarak kişiyi temsil ettiğini belirttikten sonra, insanların eylemlerinde bulunurken nereden hareket ettiği sorusuna da yanıt arıyor","Amin Maalouf, Ölümcül Kimlikler adlı eserinde bu iki kavramın ne denli kişi üzerinde etkili ___ ve ayrılmaz bir bütün olarak kişiyi temsil ettiğini belirttikten sonra, insanların eylemlerinde bulunurken nereden hareket ettiği sorusuna da yanıt arıyor",['ol'],"['u', 'ni', 'dik', 'dük', 'i', 'sı', 'nı', 'ü', 's', 'ü', 'tk', 'dk', 'tuk', 'u', 'ı', 'n', 'duk', 'su', 'dık', '', 'sü', '', 'nü', 'tik', 'tük', 'i', 'tık', 'nu', 'ı', 'si']",['olduğunu'],"[['ol', 'DHk', 'SH', 'NH']]"
bilkent-turkish-writings-1838,Her bir köşesi fesleğen kokan sokaklar,Her bir ___ fesleğen kokan sokaklar,['köşe'],"['s', 'su', 'sı', 'sü', 'ü', 'u', 'ı', 'si', '', 'i']",['köşesi'],"[['köşe', 'SH']]"
bilkent-turkish-writings-4747,Bir başka perspektiften bakıcak olursak Camus bu başyapıtıyla yaşamak için bir sebep bulamıyorsan en onurlu ölüm kendi ölümünü seçebilmektir fikrini aşılamıştır okurlarına,Bir başka perspektiften bakıcak olursak Camus bu başyapıtıyla yaşamak için bir sebep ___ en onurlu ölüm kendi ölümünü seçebilmektir fikrini aşılamıştır okurlarına,['bula'],"['yor', 's', 'iyor', 'yse', 'sa', 'n', 'uyor', 'ys', 'ysa', 'm', 'se', 'ıyor', 'üyor', 'me', 'ma']",['bulamıyorsan'],"[['bula', 'mA', 'Hyor', 'YsA', 'n']]"
bilkent-turkish-writings-1318,"Aşk gerçekten, sevip de kavuşamamak mıdır","Aşk gerçekten, sevip de ___ mıdır",['kavuş'],"['ma', 'ye', 'y', '', 'm', 'a', 'mak', 'ya', 'mk', 'e', 'me', 'mek']",['kavuşamamak'],"[['kavuş', 'YA', 'mA', 'mAk']]"
bilkent-turkish-writings-1001,Gerekir dedim çünkü gerçekten bunu anladığımızı düşünmüyorum,Gerekir dedim çünkü gerçekten bunu ___ düşünmüyorum,['anla'],"['tuk', 'tik', 'ümız', 'dk', 'n', 'nü', 'dık', 'tk', 'ımiz', 'ımız', 'nu', 'imz', 'umız', 'imız', 'duk', 'u', 'dük', 'umiz', 'ı', 'umuz', 'umz', 'ni', 'mz', 'imüz', 'miz', 'i', 'muz', 'ımuz', 'ümüz', 'müz', 'ü', 'umüz', 'ümz', 'nı', 'tık', '', 'dik', 'imiz', 'mız', 'imuz', 'ümuz', 'ımz', 'ümiz', 'ımüz', 'tük']",['anladığımızı'],"[['anla', 'DHk', 'HmHz', 'NH']]"
bilkent-turkish-writings-6142,Bir milyon tane arkadaşınız olsa bile bu bir gerçektir,Bir milyon tane ___ olsa bile bu bir gerçektir,['arkadaş'],"['in', 'nın', 'z', 'ün', 'yz', 'yız', 'üz', 'iz', 'n', 'nun', 'nin', 'ın', 'yiz', 'nn', 'un', 'yuz', 'ız', 'yüz', 'uz', 'nün']",['arkadaşınız'],"[['arkadaş', 'NHn', 'YHz']]"
bilkent-turkish-writings-210,Yenileyelim ki gelecek güzel günleri fark edecek bilincimiz olsun,___ ki gelecek güzel günleri fark edecek bilincimiz olsun,['yeni'],"['lim', 'ya', 'e', 'la', 'l', 'a', 'lüm', 'lm', '', 'lım', 'lum', 'y', 'le', 'ye']",['Yenileyelim'],"[['yeni', 'lA', 'YA', 'lHm']]"
bilkent-turkish-writings-5935,Çünkü korku insanın kendini en aciz hissedeceği duygudur,Çünkü korku insanın ___ en aciz hissedeceği duygudur,['kendi'],"['nü', 'u', 'nu', 'n', 'i', 'ü', 'ni', 'ün', '', 'ı', 'ın', 'nı', 'in', 'un', 'n']",['kendini'],"[['kendi', 'Hn', 'NH']]"
bilkent-turkish-writings-2330,ve daha bir çoğu… Belki de sorularımın hepsine cevap veremedi ama yazısı açıkça bu soruların bir kısmının cevaplarını adeta haykırıyordu..,ve daha bir çoğu… Belki de ___ hepsine cevap veremedi ama yazısı açıkça bu soruların bir kısmının cevaplarını adeta haykırıyordu..,['soru'],"['n', 'ım', 'nün', 'lar', 'nun', 'nn', 'm', 'ler', 'ın', 'lr', 'nın', 'üm', 'im', 'nin', 'ün', 'in', 'un', 'um']",['sorularımın'],"[['soru', 'lAr', 'Hm', 'NHn']]"
bilkent-turkish-writings-2430,Kafamda yanan o ışığı tam anlamıyla söndürmem için de zaman gerekir aynı alternatif akım verilen bir lambanın o akım kesildiğinde hemen sönmemesi gibi,Kafamda yanan o ışığı tam anlamıyla söndürmem için de zaman gerekir aynı alternatif akım verilen bir lambanın o akım ___ hemen sönmemesi gibi,['kes'],"['su', 'nta', 'ıl', 'dük', 'te', 'u', 'nt', 'dık', 'ül', 'sü', 'nte', 'nd', 'de', 'l', 'dik', 'duk', 'ul', 'il', 'tuk', 'da', 'si', 'nda', 'tik', 't', 'tık', 'tük', 's', 'ı', 'dk', 'tk', 'd', 'nde', 'i', 'ta', '', 'sı', 'ü']",['kesildiğinde'],"[['kes', 'Hl', 'DHk', 'SH', 'NDA']]"
bilkent-turkish-writings-6610,Hatta sadece aklıma değil bundan da önemlisi kalbime kazındı,Hatta sadece ___ değil bundan da önemlisi kalbime kazındı,['akıl'],"['ye', 'ya', 'üm', 'm', 'yim', 'ym', 'a', 'um', 'yüm', 'y', 'ım', 'im', 'yum', 'yım', 'e', '']",['aklıma'],"[['akıl', 'YHm', 'YA']]"
bilkent-turkish-writings-5741,Bununla birlikte bunu gerçekleştirmeye çalışırken sekteye uğrayabilir insan,Bununla birlikte bunu ___ çalışırken sekteye uğrayabilir insan,['gerçek'],"['dir', 'y', 'ma', 'tr', 'dır', 'a', 'laş', '', 'tir', 'ye', 'ya', 'tur', 'dur', 'dr', 'lş', 'tır', 'me', 'leş', 'dür', 'tür', 'm', 'e']",['gerçekleştirmeye'],"[['gerçek', 'lAş', 'DHr', 'mA', 'YA']]"
bilkent-turkish-writings-341,"Kapkaranlık, belirsiz… Attığınız her adımda, yürüyerek arkanızda bıraktığınız mesafeyi aydınlatan bir ışık var","Kapkaranlık, belirsiz… Attığınız her adımda, yürüyerek arkanızda bıraktığınız mesafeyi ___ bir ışık var",['aydın'],"['l', 'y', 'le', 't', 'ya', 'ye', 'a', 'n', '', 'la', 'e']",['aydınlatan'],"[['aydın', 'lA', 't', 'YA', 'n']]"
bilkent-turkish-writings-6120,Hayal gücümüzü mutlak seviyede kullanabilmemiz için mantık ilkelerinden sıyrılmamız lazım,Hayal gücümüzü mutlak seviyede ___ için mantık ilkelerinden sıyrılmamız lazım,['kullan'],"['yebil', 'mz', 'imiz', 'imız', 'muz', 'ımiz', 'miz', 'ımz', 'imüz', 'ebil', 'ümz', 'umz', 'me', 'abil', 'bil', 'ımuz', 'ımız', 'imz', 'mız', 'm', 'yabil', 'ımüz', 'ybil', 'imuz', 'ümüz', 'ümuz', 'umız', 'umiz', 'müz', 'umüz', 'ma', 'umuz', 'ümiz', 'ümız']",['kullanabilmemiz'],"[['kullan', 'YAbil', 'mA', 'HmHz']]"
bilkent-turkish-writings-608,"Öte yandan, tanıdığım İtalyanların çoğu kişilik olarak kaba insanlardı","Öte yandan, tanıdığım ___ çoğu kişilik olarak kaba insanlardı",['İtalyan'],"['ın', 'nın', 'nn', 'n', 'nun', 'nün', 'lr', 'ler', 'lar', 'in', 'un', 'ün', 'nin']",['İtalyanların'],"[['İtalyan', 'lAr', 'NHn']]"
bilkent-turkish-writings-5624,Yaşamın devam etmesi için neye ihtiyacımız var diye insanlara sorulsa yüzde doksanı oksijen veya su derler,Yaşamın devam ___ için neye ihtiyacımız var diye insanlara sorulsa yüzde doksanı oksijen veya su derler,['et'],"['ma', 's', 'si', 'sı', 'm', 'me', 'su', 'sü']",['etmesi'],"[['et', 'mA', 'sH']]"
bilkent-turkish-writings-5874,"Canlılarla direkt olarak iletişim kurmak ve onların enerjisini, sevgisini yakından hissetmek o kadar güzel ki","___ direkt olarak iletişim kurmak ve onların enerjisini, sevgisini yakından hissetmek o kadar güzel ki",['can'],"['l', 'la', 'ler', 'l', 'li', 'lr', 'yla', 'lı', 'le', 'lü', 'lu', 'lar', 'yle', 'yl']",['Canlılarla'],"[['can', 'lH', 'lAr', 'YlA']]"
bilkent-turkish-writings-3276,"“Evet, hatalarım oldu,” der o gözler","“Evet, ___ oldu,” der o gözler",['hata'],"['ym', 'yum', 'um', 'yüm', 'im', 'm', 'ım', 'lar', 'yim', 'ler', 'yım', 'lr', 'üm']",['hatalarım'],"[['hata', 'lAr', 'YHm']]"
bilkent-turkish-writings-2622,"Bu karşılaşmamız, birbirimize açıldıktan sonraki ilk yüzleşmemizdi","Bu karşılaşmamız, birbirimize açıldıktan sonraki ilk ___",['yüzleş'],"['m', 'tü', 'ytu', 'ım', 'ydi', 'ma', 'um', 'yz', 'ti', 'dı', 'm', 'yd', 'dü', 'ydü', 'tu', 'ydu', 'di', 'üm', 'du', 'üz', 't', 'tı', 'im', 'ytı', 'yt', 'ytü', 'ız', 'z', 'yız', 'yiz', 'iz', 'me', 'yuz', 'uz', 'yti', 'd', 'yüz', 'ydı']",['yüzleşmemizdi'],"[['yüzleş', 'mA', 'Hm', 'YHz', 'YDH']]"
bilkent-turkish-writings-6117,"Bana bağıran kiĢiyi ise; dünyanın en uç noktasından gelen, insanlık kavramını yıkarak, farklı bir varlık oluĢturmaya çalıĢan canavar olarak görüyorum","Bana bağıran kiĢiyi ise; dünyanın en uç ___ gelen, insanlık kavramını yıkarak, farklı bir varlık oluĢturmaya çalıĢan canavar olarak görüyorum",['nokta'],"['tn', 'ndan', 's', 'tan', 'nden', 'i', 'dn', 'nten', 'dan', 'ntan', 'den', 'sı', 'ten', 'su', 'sü', '', 'ü', 'si', 'ı', 'ndn', 'u', 'ntn']",['noktasından'],"[['nokta', 'SH', 'NDAn']]"
bilkent-turkish-writings-6050,"Gerçek olamayacak değin ağırdır.” (Günay Güner) Bir öyküsünde , hikayenin anlatıcısı ile hikaye kahramanı İso Köy Enstitüsüne beraber başlamış iki arkadaşlardır.İso karakteri öykü anlatıcısından daha kuvvetli ve iri biri ancak görüntüsünün tersine saf ,temiz kalpli biri.Sınıfta zamanla arkadaşlarınında kışkırtması ile bu iki karakter başka bir yerde kavga etmek için sözleşirler.İkisi de gider oraya ve karşılıklı sözlü atışmaya başlarlar , ikisi de yanlış yolda olduklarının farkındadır.İşler daha fazla ilerlemeden oradan bir daha kavga etmeme ve her zaman birbirlerine destek olma sözü verip , oradan ayrılmışlardır.Adnan Binyazar’ın kendi hayatından bir şeyler kattığı ve öyküyü kendi hayatımla bağdaştırdığım için favori öyküm bu oldu.Ben çok inatçı bir insanımdır, bir kere yapmam dediğim bir şeyi çok istesem de inadımdan , gururumdan yapmam","Gerçek olamayacak değin ağırdır.” (Günay Güner) Bir öyküsünde , hikayenin anlatıcısı ile hikaye kahramanı İso Köy Enstitüsüne beraber başlamış iki arkadaşlardır.İso karakteri öykü anlatıcısından daha kuvvetli ve iri biri ancak görüntüsünün tersine saf ,temiz kalpli biri.Sınıfta zamanla arkadaşlarınında kışkırtması ile bu iki karakter başka bir yerde kavga etmek için sözleşirler.İkisi de gider oraya ve karşılıklı sözlü atışmaya başlarlar , ikisi de yanlış yolda ___ farkındadır.İşler daha fazla ilerlemeden oradan bir daha kavga etmeme ve her zaman birbirlerine destek olma sözü verip , oradan ayrılmışlardır.Adnan Binyazar’ın kendi hayatından bir şeyler kattığı ve öyküyü kendi hayatımla bağdaştırdığım için favori öyküm bu oldu.Ben çok inatçı bir insanımdır, bir kere yapmam dediğim bir şeyi çok istesem de inadımdan , gururumdan yapmam",['ol'],"['un', 'duk', 's', 'sü', 'tük', 'dk', 'tik', 'tık', 'dük', 'nın', 'i', 'nun', 'ler', 'n', 'ün', 'u', '', 'nn', 'tuk', 'dik', 'sı', 'su', 'in', 'ı', 'nin', 'lr', 'si', 'tk', 'lar', 'ü', 'ın', 'nün', 'dık']",['olduklarının'],"[['ol', 'DHk', 'lAr', 'SH', 'NHn']]"
bilkent-turkish-writings-1004,"Stephen Chbosky’nin aynı adlı kitabından uyarlanan Saksı Olmanın Faydaları, uyarlamaları ölürcesine eleştiren bendenizin elini kolunu bağladı","Stephen Chbosky’nin aynı adlı kitabından ___ Saksı Olmanın Faydaları, uyarlamaları ölürcesine eleştiren bendenizin elini kolunu bağladı",['uyarla'],"['ya', 'n', 'a', 'in', 'ün', 'ın', 'y', 'ye', 'e', 'n', 'un', '']",['uyarlanan'],"[['uyarla', 'Hn', 'YA', 'n']]"
bilkent-turkish-writings-1103,Şöyle bir düşünelim yirmi üç sene çok büyük bir aralık ve birçok şeyin değişmesine neden olabilecek bir süre,Şöyle bir düşünelim yirmi üç sene çok büyük bir aralık ve birçok şeyin ___ neden olabilecek bir süre,['değiş'],"['ya', 's', 'e', 'in', 'ın', '', 'sı', 'un', 'n', 'ma', 'ye', 'me', 'sü', 'a', 'm', 'ün', 'su', 'si', 'y']",['değişmesine'],"[['değiş', 'mA', 'sH', 'Hn', 'YA']]"
bilkent-turkish-writings-5877,"Tüm bu kararları kendimiz vermiş olsaydık; değiştirmek ister miydik ya da bu hakkın sadece bizde olduğu kuklacılık oynamak isteyen insanlar tarafından anlaşıldığı için daha mutlu olmaz mıydık, yapmak istemediğimiz şeyler için kendimizi bu kadar zorlar mıydık","Tüm bu kararları kendimiz vermiş olsaydık; değiştirmek ister miydik ya da bu hakkın sadece bizde olduğu kuklacılık oynamak isteyen insanlar tarafından ___ için daha mutlu olmaz mıydık, yapmak istemediğimiz şeyler için kendimizi bu kadar zorlar mıydık",['anla'],"['ış', '', 'üş', 'ü', 'ı', 'tük', 'tik', 'iş', 'tuk', 'dük', 'yi', 'ül', 'dk', 'dık', 'l', 'uş', 'tk', 'yı', 'duk', 'ul', 'il', 'tık', 'i', 'yu', 'dik', 'u', 'ş', 'yü', 'y', 'ıl']",['anlaşıldığı'],"[['anla', 'Hş', 'Hl', 'DHk', 'YH']]"
bilkent-turkish-writings-5563,Aslında tüm sorunun sahip olma duygusundan kaynaklandığını varsayabilirdik,Aslında tüm sorunun sahip olma duygusundan ___ varsayabilirdik,['kaynak'],"['lan', 'ü', 'duk', 'nı', 'n', 'nu', '', 'si', 'len', 'tk', 'dık', 'i', 'ı', 'ln', 'tük', 'u', 'dik', 'tık', 'nü', 'dük', 'tuk', 'tik', 'sü', 'su', 'ni', 'sı', 'dk', 'ı', 'ü', 'i', '', 'u', 's']",['kaynaklandığını'],"[['kaynak', 'lAn', 'DHk', 'SH', 'NH']]"
bilkent-turkish-writings-308,"Yaptığımız iyi eylemlerin karşılığını bulamaması mı asıl sorun, yoksa zaten karşılığını hiçbir şekilde alamayacağına inandığı için iyilik etmeye tenezzülde bulunmaması mı","Yaptığımız iyi eylemlerin karşılığını bulamaması mı asıl sorun, yoksa zaten karşılığını hiçbir şekilde ___ inandığı için iyilik etmeye tenezzülde bulunmaması mı",['al'],"['yecak', 'ya', 'e', 'ycak', 'na', 'ck', 'yacak', 'acak', 'm', 'yecek', 'yck', 'sı', 'si', 'u', 'yack', 'sü', 'cak', 'i', 'n', 'ne', '', 'yacek', 'yeck', 'e', 'ı', '', 'me', 'acek', 'ycek', 'y', 's', 'a', 'ecek', 'ecak', 'su', 'ye', '', 'ma', 'ü', 'a', 'ack', 'eck', 'cek']",['alamayacağına'],"[['al', 'YA', 'mA', 'YAcAk', 'SH', 'NA']]"
bilkent-turkish-writings-2867,Bir anının yorumlanması insanlara bilgi sağlar ve bu bilgi ile rahatça çözüm yolları bulunabilir,Bir anının ___ insanlara bilgi sağlar ve bu bilgi ile rahatça çözüm yolları bulunabilir,['yorum'],"['m', 'sı', 'sü', 'me', 'len', 'lan', 'ln', 'si', 's', 'ma', 'su']",['yorumlanması'],"[['yorum', 'lAn', 'mA', 'sH']]"
bilkent-turkish-writings-2726,Birbirlerini delicesine seven iki insanı ne engelleyebilir ki,Birbirlerini delicesine seven iki insanı ne ___ ki,['engel'],"['ir', 'abil', 'bil', 'ybil', 'ur', 'yabil', 'le', 'r', 'yebil', 'la', 'l', 'ebil', 'ır', 'ür']",['engelleyebilir'],"[['engel', 'lA', 'YAbil', 'Hr']]"
bilkent-turkish-writings-364,"Bu bazıları için fikirleri bazıları için de ürettikleridir fakat her iki durumda da verilen emek, dökülen ter aynı derecede önemlidir","Bu bazıları için fikirleri bazıları için de ___ fakat her iki durumda da verilen emek, dökülen ter aynı derecede önemlidir",['üre'],"['duk', 'dür', 'y', 'yü', 'yi', 'tk', 'tik', 'dük', 'ü', 'yu', 'tr', 'tür', 'lar', 'dik', 'dık', 'tir', 'tuk', 'ı', 'tık', 'dır', 'dk', 't', 'tır', 'dur', 'i', 'dr', 'tük', 'tur', 'yı', 'lr', '', 'u', 'dir', 'ler']",['ürettikleridir'],"[['üre', 't', 'DHk', 'lAr', 'YH', 'DHr']]"
bilkent-turkish-writings-2219,"Belki hepsi, belki de hiçbiriydi o","Belki hepsi, belki de ___ o",['hiçbir'],"['ydu', '', 'i', 'yi', 'ytı', 'ydı', 'y', 't', 'tü', 'tı', 'yt', 'di', 'ü', 'd', 'yü', 'yu', 'dı', 'ydi', 'dü', 'ytü', 'tu', 'du', 'ti', 'ı', 'yı', 'yti', 'ydü', 'yd', 'u', 'ytu']",['hiçbiriydi'],"[['hiçbir', 'YH', 'YDH']]"
bilkent-turkish-writings-3773,"Peki, yedi yıl önce bunları düşünen kişiye ne oldu","Peki, yedi yıl önce bunları ___ kişiye ne oldu",['düşün'],"['y', 'n', '', 'a', 'ye', 'ya', 'e']",['düşünen'],"[['düşün', 'YA', 'n']]"
bilkent-turkish-writings-4523,Bir semtin karakter sahibi olması için yaşanmışlık izlerinin muhafaza ediliyor olması gerekir ilk başta,Bir semtin karakter sahibi olması için ___ izlerinin muhafaza ediliyor olması gerekir ilk başta,['yaşa'],"['muş', 'ın', 'luk', 'lük', 'lk', 'lık', 'miş', 'lik', 'mş', 'müş', 'in', 'mış', 'un', 'ün', 'n']",['yaşanmışlık'],"[['yaşa', 'Hn', 'mHş', 'lHk']]"
bilkent-turkish-writings-5188,Sadece bir insan olmaktan daha ileri gidebiliyorlar mı; kendileri olmayı başarabiliyorlar mı,Sadece bir insan olmaktan daha ileri ___ mı; kendileri olmayı başarabiliyorlar mı,['git'],"['bil', 'ler', 'yebil', 'uyor', 'yor', 'üyor', 'ıyor', 'lar', 'abil', 'ebil', 'ybil', 'yabil', 'lr', 'iyor']",['gidebiliyorlar'],"[['git', 'YAbil', 'Hyor', 'lAr']]"
bilkent-turkish-writings-4464,"Ama bu işin güzelliği, bu işi yapabilmemiz için gerekli olan yeteneği yine bu işten alabilmemiz","Ama bu işin güzelliği, bu işi ___ için gerekli olan yeteneği yine bu işten alabilmemiz",['yap'],"['mız', 'yebil', 'müz', 'ımüz', 'umüz', 'me', 'miz', 'umuz', 'ebil', 'imüz', 'ümuz', 'ümız', 'ımz', 'm', 'muz', 'ümz', 'ümüz', 'yabil', 'ımuz', 'bil', 'imız', 'umız', 'ımiz', 'abil', 'ımız', 'imz', 'ümiz', 'ma', 'mz', 'ybil', 'imiz', 'imuz', 'umiz', 'umz']",['yapabilmemiz'],"[['yap', 'YAbil', 'mA', 'HmHz']]"
bilkent-turkish-writings-998,Kitap bittiğinde aklımda yer edinen kavram heykelciklerinin yerlerinin biraz değişmiş olduğunu fark ettim,Kitap bittiğinde aklımda yer edinen kavram ___ yerlerinin biraz değişmiş olduğunu fark ettim,['heykel'],"['sü', 'cuk', 'ü', 'ck', 'çik', 'ün', 'un', 'su', 'cık', 'çk', 'lr', 'çük', 'cük', 'çık', 'çuk', 'nun', 'ın', 'cik', 'nin', 'nün', 'i', 'si', 'ler', 'n', 'lar', 'nn', 's', 'u', 'sı', 'nın', 'ı', '', 'in']",['heykelciklerinin'],"[['heykel', 'CHk', 'lAr', 'SH', 'NHn']]"
